1	P019	2016-01-01 00:00:00	13:01:00	64.07000000000001	credit
2	P019	2016-01-01 00:00:00	13:01:00	64.07000000000001	credit
3	P019	2016-01-01 00:00:00	13:01:00	64.07000000000001	credit
4	P019	2016-01-01 00:00:00	13:01:00	64.07000000000001	credit
5	P030	2016-01-01 00:00:00	13:01:00	81.25	credit
6	P030	2016-01-01 00:00:00	13:01:00	81.25	credit
7	P030	2016-01-01 00:00:00	13:01:00	70.57	credit
8	P027	2016-01-01 00:00:00	13:01:00	2.39	credit
9	P027	2016-01-01 00:00:00	13:01:00	2.39	credit
10	P025	2016-01-02 00:00:00	13:01:00	63.27	credit
11	P027	2016-01-02 00:00:00	13:01:00	4.59	credit
12	P025	2016-01-02 00:00:00	13:01:00	0.49	credit
13	P008	2016-01-02 00:00:00	13:01:00	50.480000000000004	credit
14	P027	2016-01-02 00:00:00	13:01:00	5.390000000000001	credit
15	P025	2016-01-02 00:00:00	13:01:00	121.64999999999999	credit
16	P025	2016-01-02 00:00:00	13:01:00	70.17	credit
17	P025	2016-01-03 00:00:00	13:01:00	18.349999999999998	credit
18	P030	2016-01-03 00:00:00	13:01:00	7.49	credit
19	P030	2016-01-03 00:00:00	13:01:00	99.36000000000001	credit
20	P008	2016-01-03 00:00:00	13:01:00	3.0	credit
21	P019	2016-01-03 00:00:00	13:01:00	130.57	credit
22	P001	2016-01-03 00:00:00	13:01:00	30.979999999999997	credit
23	P013	2016-01-03 00:00:00	13:01:00	443.96000000000004	credit
24	P013	2016-01-03 00:00:00	13:01:00	443.96000000000004	credit
25	P024	2016-01-04 00:00:00	13:01:00	3500.0	credit
26	P030	2016-01-04 00:00:00	13:01:00	90.64	credit
27	P030	2016-01-04 00:00:00	13:01:00	90.64	credit
28	P030	2016-01-04 00:00:00	13:01:00	90.64	credit
29	P030	2016-01-04 00:00:00	13:01:00	90.64	credit
30	P027	2016-01-04 00:00:00	13:01:00	58.16000000000001	credit
31	P027	2016-01-04 00:00:00	13:01:00	58.16000000000001	credit
32	P019	2016-01-05 00:00:00	13:01:00	28.96	credit
33	P019	2016-01-05 00:00:00	13:01:00	28.96	credit
34	P019	2016-01-05 00:00:00	13:01:00	28.96	credit
35	P025	2016-01-05 00:00:00	13:01:00	76.31999999999998	credit
36	P025	2016-01-05 00:00:00	13:01:00	42.78	credit
37	P030	2016-01-05 00:00:00	13:01:00	34.599999999999994	credit
38	P030	2016-01-06 00:00:00	13:01:00	34.599999999999994	credit
39	P019	2016-01-06 00:00:00	13:01:00	112.49000000000001	credit
40	P001	2016-01-06 00:00:00	13:01:00	12.99	credit
41	P001	2016-01-06 00:00:00	13:01:00	12.99	credit
42	P013	2016-01-06 00:00:00	13:01:00	9.99	credit
43	P025	2016-01-06 00:00:00	13:01:00	1.98	credit
44	P025	2016-01-06 00:00:00	13:01:00	1.98	credit
45	P008	2016-01-07 00:00:00	13:01:00	11.08	credit
46	P008	2016-01-07 00:00:00	13:01:00	11.08	credit
47	P030	2016-01-07 00:00:00	13:01:00	7.49	credit
48	P030	2016-01-07 00:00:00	13:01:00	7.49	credit
49	P025	2016-01-07 00:00:00	13:01:00	6.17	credit
50	P025	2016-01-07 00:00:00	13:01:00	6.17	credit
51	P008	2016-01-07 00:00:00	13:01:00	15.48	credit
52	P008	2016-01-07 00:00:00	13:01:00	15.48	credit
53	P008	2016-01-07 00:00:00	13:01:00	15.48	credit
54	P025	2016-01-08 00:00:00	13:01:00	1.19	credit
55	P025	2016-01-08 00:00:00	13:01:00	1.19	credit
56	P013	2016-01-08 00:00:00	13:01:00	399.99	credit
57	P027	2016-01-08 00:00:00	13:01:00	0.69	credit
58	P030	2016-01-08 00:00:00	13:01:00	5.779999999999999	credit
59	P008	2016-01-08 00:00:00	13:01:00	11.0	credit
60	P001	2016-01-08 00:00:00	13:01:00	17.98	credit
61	P001	2016-01-08 00:00:00	13:01:00	17.98	credit
62	P001	2016-01-08 00:00:00	13:01:00	17.98	credit
63	P030	2016-01-08 00:00:00	13:01:00	4.59	credit
64	P030	2016-01-09 00:00:00	13:01:00	5.49	credit
65	P027	2016-01-09 00:00:00	13:01:00	14.67	credit
66	P027	2016-01-09 00:00:00	13:01:00	14.67	credit
67	P027	2016-01-09 00:00:00	13:01:00	14.67	credit
68	P019	2016-01-09 00:00:00	13:01:00	10.0	credit
69	P030	2016-01-10 00:00:00	13:01:00	87.77	credit
70	P030	2016-01-10 00:00:00	13:01:00	87.77	credit
71	P001	2016-01-10 00:00:00	13:01:00	29.98	credit
72	P030	2016-01-10 00:00:00	13:01:00	4.59	credit
73	P001	2016-01-10 00:00:00	13:01:00	8.99	credit
74	P013	2016-01-10 00:00:00	13:01:00	9.99	credit
75	P008	2016-01-10 00:00:00	13:01:00	67.38	credit
76	P008	2016-01-10 00:00:00	13:01:00	67.38	credit
77	P019	2016-01-11 00:00:00	13:01:00	10.0	credit
78	P013	2016-01-11 00:00:00	13:01:00	24.98	credit
79	P030	2016-01-11 00:00:00	13:01:00	4.59	credit
80	P030	2016-01-11 00:00:00	13:01:00	4.59	credit
81	P013	2016-01-11 00:00:00	13:01:00	414.98	credit
82	P013	2016-01-12 00:00:00	13:01:00	414.98	credit
83	P013	2016-01-12 00:00:00	13:01:00	414.98	credit
84	P013	2016-01-12 00:00:00	13:01:00	414.98	credit
85	P013	2016-01-12 00:00:00	13:01:00	414.98	credit
86	P030	2016-01-12 00:00:00	13:01:00	20.17	credit
87	P030	2016-01-13 00:00:00	13:01:00	20.17	credit
88	P008	2016-01-13 00:00:00	13:01:00	3.0	credit
89	P027	2016-01-13 00:00:00	13:01:00	22.57	credit
90	P025	2016-01-13 00:00:00	13:01:00	26.38	credit
91	P025	2016-01-14 00:00:00	13:01:00	26.38	credit
92	P025	2016-01-14 00:00:00	13:01:00	26.38	credit
93	P013	2016-01-14 00:00:00	13:01:00	14.99	credit
94	P008	2016-01-14 00:00:00	13:01:00	8.0	credit
95	P008	2016-01-14 00:00:00	13:01:00	41.25	credit
96	P030	2016-01-14 00:00:00	13:01:00	8.86	credit
97	P030	2016-01-14 00:00:00	13:01:00	11.57	credit
98	P008	2016-01-14 00:00:00	13:01:00	16.78	credit
99	P008	2016-01-14 00:00:00	13:01:00	16.78	credit
100	P025	2016-01-15 00:00:00	13:01:00	90.36	credit
101	P006	2016-01-15 00:00:00	13:01:00	399.0	credit
102	P006	2016-01-15 00:00:00	13:01:00	399.0	credit
103	P006	2016-01-15 00:00:00	13:01:00	399.0	credit
