1	2016-01-01 00:00:00	13:00:00	007	37.0	P012
2	2016-01-01 00:00:00	13:00:00	010	300.0	P016
3	2016-01-01 00:00:00	13:00:00	010	300.0	P003
4	2016-01-01 00:00:00	13:00:00	010	300.0	P004
5	2016-01-01 00:00:00	13:00:00	007	91.25	P009
6	2016-01-01 00:00:00	13:00:00	003	4.99	P028
7	2016-01-02 00:00:00	13:00:00	006	5.49	P012
8	2016-01-02 00:00:00	13:00:00	006	16.67	P029
9	2016-01-02 00:00:00	13:00:00	006	7.49	P003
10	2016-01-02 00:00:00	13:00:00	004	60.08	P004
11	2016-01-02 00:00:00	13:00:00	006	7.98	P010
12	2016-01-02 00:00:00	13:00:00	004	54.59	P026
13	2016-01-03 00:00:00	13:00:00	004	16.87	P029
14	2016-01-03 00:00:00	13:00:00	004	16.87	P016
15	2016-01-03 00:00:00	13:00:00	003	7.48	P003
16	2016-01-03 00:00:00	13:00:00	005	88.99	P020
17	2016-01-03 00:00:00	13:00:00	006	7.67	P009
18	2016-01-03 00:00:00	13:00:00	006	7.67	P028
19	2016-01-03 00:00:00	13:00:00	006	7.67	P011
20	2016-01-03 00:00:00	13:00:00	006	7.67	P005
21	2016-01-04 00:00:00	13:00:00	007	24.08	P012
22	2016-01-04 00:00:00	13:00:00	006	4.59	P029
23	2016-01-04 00:00:00	13:00:00	007	37.0	P016
24	2016-01-04 00:00:00	13:00:00	004	84.54	P004
25	2016-01-04 00:00:00	13:00:00	004	37.69	P020
26	2016-01-04 00:00:00	13:00:00	004	37.69	P023
27	2016-01-04 00:00:00	13:00:00	002	17.99	P009
28	2016-01-04 00:00:00	13:00:00	002	17.99	P028
29	2016-01-05 00:00:00	13:00:00	002	17.99	P029
30	2016-01-05 00:00:00	13:00:00	002	17.99	P016
31	2016-01-05 00:00:00	13:00:00	002	17.99	P020
32	2016-01-05 00:00:00	13:00:00	005	8.0	P009
33	2016-01-05 00:00:00	13:00:00	005	83.15	P011
34	2016-01-05 00:00:00	13:00:00	005	83.15	P026
35	2016-01-06 00:00:00	13:00:00	005	83.15	P012
36	2016-01-06 00:00:00	13:00:00	005	83.15	P029
37	2016-01-06 00:00:00	13:00:00	007	22.0	P016
38	2016-01-06 00:00:00	13:00:00	006	10.57	P004
39	2016-01-06 00:00:00	13:00:00	006	10.57	P023
40	2016-01-06 00:00:00	13:00:00	006	10.57	P005
41	2016-01-06 00:00:00	13:00:00	006	25.96	P026
42	2016-01-06 00:00:00	13:00:00	002	8.99	P018
43	2016-01-07 00:00:00	13:00:00	003	0.49	P012
44	2016-01-07 00:00:00	13:00:00	005	45.49	P029
45	2016-01-07 00:00:00	13:00:00	005	45.49	P003
46	2016-01-07 00:00:00	13:00:00	005	50.0	P020
47	2016-01-07 00:00:00	13:00:00	003	7.470000000000001	P023
48	2016-01-07 00:00:00	13:00:00	006	41.59	P010
49	2016-01-07 00:00:00	13:00:00	003	1.99	P018
50	2016-01-08 00:00:00	13:00:00	003	1.99	P012
51	2016-01-08 00:00:00	13:00:00	003	0.49	P029
52	2016-01-08 00:00:00	13:00:00	004	16.98	P004
53	2016-01-08 00:00:00	13:00:00	007	42.39	P020
54	2016-01-08 00:00:00	13:00:00	005	100.0	P009
55	2016-01-08 00:00:00	13:00:00	005	3.0	P028
56	2016-01-08 00:00:00	13:00:00	007	85.0	P011
57	2016-01-08 00:00:00	13:00:00	006	6.57	P018
58	2016-01-09 00:00:00	13:00:00	006	6.57	P029
59	2016-01-09 00:00:00	13:00:00	005	53.0	P016
60	2016-01-09 00:00:00	13:00:00	002	8.99	P003
61	2016-01-09 00:00:00	13:00:00	006	18.77	P004
62	2016-01-09 00:00:00	13:00:00	003	0.49	P023
