2016-01-01	001	08:00:00	20:00:00
2016-01-01	002	08:00:00	20:00:00
2016-01-01	003	08:00:00	20:00:00
2016-01-01	004	08:00:00	20:00:00
2016-01-01	005	08:00:00	20:00:00
2016-01-01	006	08:00:00	20:00:00
2016-01-01	007	08:00:00	20:00:00
2016-01-01	008	08:00:00	20:00:00
2016-01-01	009	08:00:00	20:00:00
2016-01-01	010	08:00:00	20:00:00
2016-01-01	011	08:00:00	20:00:00
2016-01-02	001	08:00:00	20:00:00
2016-01-02	002	08:00:00	20:00:00
2016-01-02	003	08:00:00	20:00:00
2016-01-02	004	08:00:00	20:00:00
2016-01-02	005	08:00:00	20:00:00
2016-01-02	006	08:00:00	20:00:00
2016-01-02	007	08:00:00	20:00:00
2016-01-02	008	08:00:00	20:00:00
2016-01-02	009	08:00:00	20:00:00
2016-01-02	010	08:00:00	20:00:00
2016-01-02	011	08:00:00	20:00:00
2016-01-03	001	10:00:00	20:00:00
2016-01-03	002	10:00:00	20:00:00
2016-01-03	003	10:00:00	20:00:00
2016-01-03	004	10:00:00	20:00:00
2016-01-03	005	10:00:00	20:00:00
2016-01-03	006	10:00:00	20:00:00
2016-01-03	007	10:00:00	20:00:00
2016-01-03	008	10:00:00	20:00:00
2016-01-03	009	10:00:00	20:00:00
2016-01-03	010	10:00:00	20:00:00
2016-01-03	011	10:00:00	20:00:00
2016-01-04	001	08:00:00	20:00:00
2016-01-04	002	08:00:00	20:00:00
2016-01-04	003	08:00:00	20:00:00
2016-01-04	004	08:00:00	20:00:00
2016-01-04	005	08:00:00	20:00:00
2016-01-04	006	08:00:00	20:00:00
2016-01-04	007	08:00:00	20:00:00
2016-01-04	008	08:00:00	20:00:00
2016-01-04	009	08:00:00	20:00:00
2016-01-04	010	08:00:00	20:00:00
2016-01-04	011	08:00:00	20:00:00
2016-01-05	001	08:00:00	20:00:00
2016-01-05	002	08:00:00	20:00:00
2016-01-05	003	08:00:00	20:00:00
2016-01-05	004	08:00:00	20:00:00
2016-01-05	005	08:00:00	20:00:00
2016-01-05	006	08:00:00	20:00:00
2016-01-05	007	08:00:00	20:00:00
2016-01-05	008	08:00:00	20:00:00
2016-01-05	009	08:00:00	20:00:00
2016-01-05	010	08:00:00	20:00:00
2016-01-05	011	08:00:00	20:00:00
2016-01-06	001	08:00:00	20:00:00
2016-01-06	002	08:00:00	20:00:00
2016-01-06	003	08:00:00	20:00:00
2016-01-06	004	08:00:00	20:00:00
2016-01-06	005	08:00:00	20:00:00
2016-01-06	006	08:00:00	20:00:00
2016-01-06	007	08:00:00	20:00:00
2016-01-06	008	08:00:00	20:00:00
2016-01-06	009	08:00:00	20:00:00
2016-01-06	010	08:00:00	20:00:00
2016-01-06	011	08:00:00	20:00:00
2016-01-07	001	08:00:00	20:00:00
2016-01-07	002	08:00:00	20:00:00
2016-01-07	003	08:00:00	20:00:00
2016-01-07	004	08:00:00	20:00:00
2016-01-07	005	08:00:00	20:00:00
2016-01-07	006	08:00:00	20:00:00
2016-01-07	007	08:00:00	20:00:00
2016-01-07	008	08:00:00	20:00:00
2016-01-07	009	08:00:00	20:00:00
2016-01-07	010	08:00:00	20:00:00
2016-01-07	011	08:00:00	20:00:00
2016-01-08	001	08:00:00	20:00:00
2016-01-08	002	08:00:00	20:00:00
2016-01-08	003	08:00:00	20:00:00
2016-01-08	004	08:00:00	20:00:00
2016-01-08	005	08:00:00	20:00:00
2016-01-08	006	08:00:00	20:00:00
2016-01-08	007	08:00:00	20:00:00
2016-01-08	008	08:00:00	20:00:00
2016-01-08	009	08:00:00	20:00:00
2016-01-08	010	08:00:00	20:00:00
2016-01-08	011	08:00:00	20:00:00
2016-01-09	001	08:00:00	20:00:00
2016-01-09	002	08:00:00	20:00:00
2016-01-09	003	08:00:00	20:00:00
2016-01-09	004	08:00:00	20:00:00
